"iter"	"ks_Srxn1"	"kd_Srxn1"	"Ka_Srxn1"	"hill_Srxn1"	"Vmax_Srxn1"	"Km_Srxn1"	"hillact_Srxn1"	"r_Sul"	"decay_Sul"	"LnPrior"	"LnData"	"LnPosterior"
4997379	0.0239315	0.0163522	0.0140956	1.00329	130515	107004	9.96078	11.6264	0.148108	-14.7341	-12888.71	-12903.44
4997380	0.0239315	0.0163454	0.0140956	1.00328	130515	106989	9.86412	11.6264	0.147814	-15.23904	-12890.74	-12905.98
4997381	0.0240939	0.0163454	0.0140956	1.00328	130515	106989	9.86412	9.4605	0.147814	-13.88348	-12891.28	-12905.16
4997382	0.0240939	0.0165285	0.0140956	1.00327	130515	106989	9.86412	9.4605	0.147814	-13.82925	-12892.88	-12906.71
4997383	0.0240939	0.0165285	0.0140956	1.0032	130515	106863	9.76735	9.4605	0.147814	-14.33355	-12893.51	-12907.84
4997384	0.0240939	0.0165285	0.0140956	1.0032	130548	107002	9.72726	9.4605	0.147814	-12.7041	-12891.35	-12904.06
4997385	0.0240939	0.0165929	0.0140956	1.00316	130548	106990	9.72726	9.42214	0.147814	-12.64492	-12892.39	-12905.03
4997386	0.0240939	0.0165929	0.0140854	1.00311	130548	106990	9.66012	9.42214	0.147814	-11.95138	-12892.88	-12904.83
4997387	0.0240939	0.0165745	0.0140854	1.00311	130468	106990	9.70089	9.42214	0.147814	-11.95535	-12891.99	-12903.95
4997388	0.0241876	0.0164462	0.0142136	1.00297	130468	107167	9.70089	8.98324	0.147814	-12.00614	-12890.89	-12902.9
4997389	0.0240561	0.0164462	0.0142136	1.00297	130508	107167	9.70089	7.53013	0.147814	-10.75715	-12892.74	-12903.5
4997390	0.0237505	0.0164389	0.0142136	1.00297	130508	107167	9.70089	8.59824	0.147521	-11.56697	-12891.49	-12903.06
4997391	0.0241116	0.016526	0.0142136	1.00297	130508	107145	9.70089	8.59824	0.147521	-11.30105	-12893.14	-12904.44
4997392	0.0241116	0.0164663	0.0142136	1.00281	130508	107284	9.70089	8.34771	0.147521	-13.21556	-12890.72	-12903.93
4997393	0.0232275	0.0164663	0.0142136	1.00281	130367	107205	9.70089	8.34771	0.147521	-12.62915	-12893.18	-12905.81
4997394	0.0232275	0.0164934	0.0142136	1.00273	130367	107084	9.67694	8.34771	0.147521	-11.20151	-12895.24	-12906.45
4997395	0.0232275	0.0165697	0.0142136	1.00273	130371	107084	9.75793	8.34771	0.147521	-11.1766	-12893.17	-12904.35
4997396	0.0232275	0.0165697	0.0142136	1.00278	130371	107084	9.76491	8.34771	0.147521	-11.29926	-12894.3	-12905.6
4997397	0.0232275	0.0166109	0.0142136	1.0028	130366	106949	9.77311	8.37823	0.147521	-11.94435	-12894.24	-12906.18
4997398	0.0237256	0.0166296	0.0142134	1.0028	130261	106949	9.9737	8.37823	0.147521	-14.76905	-12890.96	-12905.73
4997399	0.0237256	0.0166296	0.0142134	1.0028	130283	106963	9.9737	8.68361	0.147521	-14.28809	-12891.51	-12905.8
4997400	0.0246929	0.0165319	0.0142134	1.0028	130283	107107	9.9737	8.68361	0.147521	-16.03175	-12890.2	-12906.23
4997401	0.0246929	0.0164601	0.0142134	1.0028	130283	107107	9.9737	9.99944	0.147521	-16.33466	-12892.77	-12909.1
4997402	0.0246929	0.0164067	0.0142134	1.00274	130296	107200	9.9737	11.8912	0.147521	-17.1875	-12891.1	-12908.28
4997403	0.0246929	0.0164067	0.0141774	1.00274	130296	107211	9.87013	9.91098	0.147521	-15.47129	-12892.24	-12907.71
4997404	0.0246929	0.0164247	0.0141774	1.00274	130296	107163	9.87013	7.97115	0.147521	-13.35966	-12893.77	-12907.13
4997405	0.0246929	0.0166139	0.0141774	1.00259	130278	107174	9.87013	7.97115	0.147521	-13.55801	-12892.67	-12906.23
4997406	0.0246929	0.0166597	0.0141774	1.00259	130278	107174	9.86793	7.97115	0.147521	-13.51922	-12892.48	-12906
4997407	0.0246929	0.0165775	0.0141774	1.00259	130470	107174	9.86793	8.56162	0.147521	-11.15884	-12895.7	-12906.86
4997408	0.0241985	0.0167138	0.0141774	1.00259	130545	107213	9.86793	9.7614	0.147521	-12.60987	-12894.88	-12907.49
4997409	0.0241985	0.0167138	0.0141774	1.00259	130545	107208	9.97597	8.56141	0.147521	-11.71516	-12892.83	-12904.54
4997410	0.0241985	0.0165628	0.0141774	1.00259	130545	107280	9.97597	8.44097	0.147521	-13.15244	-12895.33	-12908.48
4997411	0.0241985	0.0165705	0.0141774	1.0026	130545	107280	9.97597	8.44097	0.147521	-13.19609	-12893.82	-12907.01
4997412	0.0227705	0.0165705	0.0141774	1.00268	130490	107315	9.97283	8.11399	0.147521	-13.97908	-12890.86	-12904.84
4997413	0.0227705	0.0165705	0.0141774	1.00276	130521	107315	9.97283	7.29836	0.147521	-13.37726	-12891.01	-12904.39
4997414	0.0227705	0.0165705	0.0141774	1.00276	130547	107213	9.97283	7.29836	0.147521	-11.25691	-12892.48	-12903.74
4997415	0.0227705	0.0165705	0.0141774	1.00276	130597	107113	9.96326	7.29836	0.147521	-10.89721	-12894.38	-12905.27
4997416	0.02309	0.016688	0.0142119	1.00287	130597	106946	9.96326	7.29836	0.147521	-11.34526	-12897.53	-12908.88
4997417	0.0243652	0.0166581	0.0142119	1.00287	130603	107001	9.96326	7.81726	0.147521	-11.33244	-12893.2	-12904.54
4997418	0.0243652	0.0166999	0.0142119	1.00293	130542	107043	9.85351	7.81726	0.147521	-10.34415	-12897.05	-12907.39
4997419	0.0254709	0.0166999	0.0142119	1.00281	130542	107043	9.85351	7.44033	0.147521	-9.803619	-12896.45	-12906.26
4997420	0.0254709	0.0166999	0.0142119	1.00281	130531	107013	9.95121	8.21897	0.147521	-10.79601	-12898.08	-12908.87
4997421	0.0254709	0.0166999	0.0142119	1.00281	130531	107013	9.95121	7.23814	0.147521	-10.02993	-12899.72	-12909.75
4997422	0.0254709	0.0166999	0.0142119	1.00281	130531	107090	9.95121	7.23814	0.147521	-10.41561	-12898.75	-12909.16
4997423	0.0254709	0.0166176	0.0142119	1.00281	130531	107082	9.79463	9.81319	0.147521	-12.26994	-12897.36	-12909.63
4997424	0.0244691	0.0166176	0.0142119	1.00281	130531	107082	9.66312	9.81319	0.147521	-12.15712	-12897.17	-12909.33
4997425	0.0244691	0.0165439	0.014229	1.00281	130665	107220	9.61484	8.46295	0.147521	-13.78029	-12897.03	-12910.81
4997426	0.0244691	0.0165439	0.0142708	1.00281	130576	107220	9.64853	8.46295	0.147521	-12.86906	-12896.57	-12909.44
4997427	0.0244691	0.0165439	0.0142708	1.00271	130576	107201	9.96955	7.93715	0.147521	-11.48231	-12893.8	-12905.29
4997428	0.0244691	0.0165789	0.0142708	1.00271	130576	107225	9.96955	7.93715	0.147521	-12.28086	-12892.11	-12904.39
4997429	0.0244691	0.0165436	0.0142708	1.00271	130576	107225	9.96955	7.93715	0.147521	-11.73192	-12893.82	-12905.55
4997430	0.0244691	0.0166078	0.0142708	1.00271	130478	107302	9.96955	8.7449	0.147521	-14.08962	-12891.61	-12905.7
4997431	0.0244691	0.0166078	0.0142708	1.00264	130478	107303	9.96955	8.7449	0.147521	-13.97928	-12890.14	-12904.12
4997432	0.0244691	0.0166078	0.0142708	1.00261	130478	107260	9.87978	8.7449	0.147149	-12.76377	-12891.6	-12904.37
4997433	0.0244691	0.0166007	0.0142708	1.00261	130478	107275	9.78851	9.26782	0.147149	-13.55828	-12892.44	-12906
4997434	0.0244691	0.0166007	0.0142708	1.00261	130396	107140	9.78851	9.26782	0.147149	-11.99687	-12893.61	-12905.61
4997435	0.0247645	0.0166007	0.0142229	1.00269	130396	107246	9.92683	9.26782	0.147149	-13.72308	-12889.07	-12902.8
4997436	0.0247645	0.0166492	0.0142229	1.00267	130270	107304	9.88589	9.26782	0.147149	-17.61491	-12889.23	-12906.85
4997437	0.0247645	0.0166612	0.0142229	1.00259	130270	107304	9.88589	9.26782	0.147149	-18.72411	-12889	-12907.72
4997438	0.0247645	0.0166612	0.0142229	1.00249	130270	107229	9.88589	9.26782	0.148093	-16.49734	-12894.63	-12911.13
4997439	0.0247645	0.016589	0.0140751	1.00249	130320	107171	9.93219	9.33181	0.148093	-14.99643	-12894.4	-12909.39
4997440	0.0247645	0.016589	0.0141195	1.00249	130320	107381	9.98617	8.55538	0.148093	-18.99874	-12889.29	-12908.29
4997441	0.0247645	0.016589	0.0141195	1.00249	130320	107473	9.95729	8.55538	0.148093	-22.59457	-12888.75	-12911.35
4997442	0.0247645	0.0165966	0.0141195	1.00249	130320	107473	9.95729	8.55538	0.148093	-22.0388	-12888.92	-12910.96
4997443	0.0247645	0.0165966	0.0141195	1.00241	130320	107473	9.98443	8.55538	0.147248	-21.71421	-12889.45	-12911.17
4997444	0.0247645	0.0166469	0.0141195	1.00241	130320	107346	9.98443	9.30711	0.147248	-17.90158	-12891.29	-12909.19
4997445	0.0247645	0.0166387	0.0141195	1.00268	130320	107346	9.98443	9.23558	0.147248	-18.47122	-12886.9	-12905.37
4997446	0.0247645	0.0166387	0.0141932	1.00268	130601	107346	9.98253	8.94239	0.147248	-16.60278	-12888.89	-12905.5
4997447	0.0247645	0.0167213	0.0141932	1.00268	130601	107220	9.98253	8.94239	0.147248	-13.12044	-12890.17	-12903.29
4997448	0.0247645	0.0167213	0.0141932	1.00282	130619	107220	9.98253	9.84888	0.147248	-14.49924	-12889.24	-12903.74
4997449	0.0247645	0.0166661	0.0141932	1.00282	130435	107220	9.98253	9.48765	0.147248	-14.03032	-12888.22	-12902.25
4997450	0.0247645	0.0166661	0.0141932	1.0026	130327	107220	9.85582	9.48765	0.147248	-14.40987	-12889.33	-12903.74
4997451	0.0237013	0.0166661	0.0141932	1.0026	130344	107220	9.94236	9.48765	0.147248	-14.01262	-12888.32	-12902.33
4997452	0.0237013	0.0166661	0.0141932	1.0026	130335	107182	9.94236	9.48765	0.147248	-13.54151	-12889.37	-12902.91
4997453	0.0237013	0.0166661	0.0141932	1.0026	130324	107149	9.94236	9.14207	0.146956	-13.26534	-12889.72	-12902.98
4997454	0.0234051	0.0166661	0.0141932	1.0026	130324	107149	9.9637	8.13613	0.146956	-12.23415	-12890.95	-12903.18
4997455	0.0234051	0.0166661	0.0141932	1.00255	130324	107149	9.9637	9.00684	0.146956	-12.78295	-12890.9	-12903.69
4997456	0.0234051	0.0166661	0.0141932	1.00255	130324	107149	9.90257	9.00684	0.146956	-12.74734	-12892.89	-12905.63
4997457	0.0238107	0.0166661	0.0141842	1.00255	130324	107230	9.90257	8.07166	0.146956	-14.26059	-12893.61	-12907.87
4997458	0.0237677	0.0166645	0.0141842	1.00259	130324	107230	9.95789	8.07166	0.147381	-14.41165	-12891.84	-12906.25
4997459	0.0246019	0.0165855	0.0141842	1.00259	130324	107230	9.95789	8.07166	0.147381	-15.21339	-12889.27	-12904.48
4997460	0.0246019	0.0167095	0.0141194	1.00259	130324	107245	9.95789	8.71229	0.147381	-16.08593	-12892.39	-12908.47
4997461	0.0246019	0.0165836	0.0142326	1.00259	130324	107211	9.83435	10.6847	0.147381	-16.05334	-12893.7	-12909.75
4997462	0.0246019	0.0165836	0.0142326	1.00259	130324	107211	9.98354	11.392	0.147381	-15.99764	-12892.55	-12908.55
4997463	0.0246019	0.0165836	0.0143019	1.00259	130239	107220	9.97741	9.40772	0.147381	-18.62836	-12892.92	-12911.55
4997464	0.0246019	0.0165831	0.014266	1.00259	130239	107089	9.97741	9.40772	0.147381	-16.99754	-12889.57	-12906.57
4997465	0.0246019	0.016564	0.014266	1.00265	130239	107137	9.97741	9.40772	0.147381	-17.55492	-12888.42	-12905.98
4997466	0.0246019	0.016564	0.014266	1.00265	130277	107137	9.8732	9.40772	0.147381	-14.57493	-12889.86	-12904.44
4997467	0.024219	0.016564	0.0143054	1.00265	130150	107084	9.8732	9.23986	0.147381	-17.37495	-12891.41	-12908.78
4997468	0.024219	0.0165693	0.0143054	1.00265	130189	107048	9.93931	9.23986	0.147381	-16.19311	-12891.42	-12907.62
4997469	0.0247405	0.0165693	0.0143054	1.00274	130189	107048	9.93931	9.23986	0.147381	-16.18808	-12891.47	-12907.66
4997470	0.0247405	0.0165659	0.014334	1.00274	130346	106985	9.94717	8.86811	0.147501	-12.12761	-12893.26	-12905.38
4997471	0.0247405	0.0165248	0.014334	1.00274	130378	106973	9.94717	8.86811	0.147307	-11.71342	-12895.3	-12907.01
4997472	0.0247405	0.0165248	0.014334	1.00329	130378	106973	9.94717	8.86811	0.147307	-13.24946	-12896.93	-12910.18
4997473	0.0247405	0.0163659	0.014334	1.00309	130378	106973	9.94717	10.0661	0.147307	-13.82028	-12891.18	-12905
4997474	0.0243548	0.0163659	0.014334	1.00309	130339	106930	9.99231	10.0661	0.147307	-16.23686	-12890.93	-12907.17
4997475	0.0244752	0.0163659	0.0143284	1.00309	130307	107003	9.99231	8.58491	0.147307	-15.46133	-12891.16	-12906.62
4997476	0.0244752	0.0163658	0.0143284	1.00317	130307	106960	9.99231	9.50766	0.147307	-15.33839	-12891.3	-12906.64
4997477	0.0244752	0.0163658	0.0143284	1.00317	130307	106960	9.99231	9.50766	0.147307	-15.83447	-12890.21	-12906.04
4997478	0.0233998	0.0163658	0.0143284	1.00311	130307	106993	9.99231	9.98959	0.147307	-15.79741	-12890.51	-12906.31
4997479	0.0233998	0.0163632	0.0143284	1.00311	130483	106946	9.96086	9.98959	0.147307	-13.90111	-12893.52	-12907.42
4997480	0.0230978	0.0163632	0.0143023	1.00311	130308	107057	9.84925	11.311	0.147307	-16.59684	-12893.12	-12909.72
4997481	0.0230978	0.0164117	0.0142066	1.00309	130308	107103	9.72187	11.6548	0.147307	-17.49306	-12896.9	-12914.39
4997482	0.0230978	0.0163389	0.0142066	1.00309	130492	107103	9.93731	12.1038	0.147307	-15.847	-12892.74	-12908.59
4997483	0.0225946	0.0163389	0.0142299	1.00309	130492	107103	9.81111	10.3917	0.147307	-15.89298	-12891.01	-12906.9
4997484	0.0225946	0.0163078	0.0142299	1.00309	130361	107103	9.81111	10.3917	0.147307	-16.92352	-12891.53	-12908.45
4997485	0.0236767	0.0163078	0.0142299	1.00309	130361	107103	9.81111	10.5238	0.147307	-16.98998	-12891.53	-12908.52
4997486	0.0235243	0.0163241	0.0142299	1.00305	130382	106966	9.81111	10.5238	0.147307	-15.04275	-12891.93	-12906.97
4997487	0.0235243	0.0163241	0.0142299	1.00305	130382	106966	9.81111	10.8062	0.147307	-15.2367	-12892.06	-12907.3
4997488	0.0235243	0.016338	0.0143059	1.00305	130436	106966	9.81111	10.8062	0.147264	-14.65251	-12891.62	-12906.28
4997489	0.0235243	0.0162985	0.0143059	1.00314	130436	106895	9.81111	10.8062	0.147264	-15.74562	-12893.95	-12909.7
4997490	0.0235243	0.0164105	0.0143059	1.00314	130527	106895	9.81111	10.8062	0.147264	-16.34182	-12895.3	-12911.64
4997491	0.0235243	0.0163778	0.0143059	1.00314	130527	106895	9.99784	8.75707	0.147264	-14.18414	-12893.5	-12907.68
4997492	0.0235243	0.0163778	0.0143059	1.00338	130527	106895	9.99784	8.75707	0.147264	-14.18897	-12890.87	-12905.06
4997493	0.0235243	0.0163406	0.0141744	1.00338	130527	106945	9.99784	8.75707	0.147264	-13.61044	-12892.86	-12906.47
4997494	0.0235243	0.0163406	0.0141744	1.00338	130527	106962	9.99784	8.75707	0.148437	-13.27626	-12893.95	-12907.23
4997495	0.0231402	0.0162219	0.0141744	1.00338	130473	107135	9.9182	8.75707	0.148437	-13.78784	-12892.07	-12905.86
4997496	0.0231402	0.0162219	0.0141744	1.00331	130489	107135	9.9447	7.64686	0.148437	-12.62251	-12891.71	-12904.33
4997497	0.0239278	0.0162219	0.0141396	1.00334	130489	107135	9.9447	9.53871	0.148296	-14.80664	-12888.73	-12903.53
4997498	0.02369	0.016155	0.0142809	1.00335	130489	107078	9.9447	9.53871	0.148296	-14.41038	-12889.8	-12904.21
4997499	0.023963	0.016155	0.0142228	1.00336	130489	106984	9.9447	9.53871	0.148507	-14.42809	-12890.7	-12905.13
4997500	0.023963	0.016155	0.0142228	1.00346	130489	106984	9.99324	9.26212	0.148507	-14.57273	-12890.37	-12904.94
4997501	0.023963	0.0162097	0.0142228	1.00346	130489	106963	9.99324	9.26212	0.148103	-14.79487	-12889.07	-12903.87
4997502	0.0243488	0.0161606	0.0142228	1.00346	130326	106963	9.99324	9.22256	0.148103	-16.69833	-12887.99	-12904.68
4997503	0.0243488	0.0161606	0.0142228	1.00346	130326	107045	9.97764	9.22256	0.148103	-16.20303	-12887.92	-12904.12
4997504	0.0243488	0.0161606	0.0142427	1.00346	130304	107045	9.97764	9.22256	0.148103	-16.11137	-12887.54	-12903.65
4997505	0.0243488	0.0159825	0.0142427	1.00346	130304	107045	9.94852	9.63394	0.148103	-16.97888	-12885.75	-12902.73
4997506	0.0243488	0.0159825	0.0142427	1.00346	130270	107090	9.94852	9.63394	0.148103	-18.04189	-12886.82	-12904.86
4997507	0.0243636	0.0159825	0.0141142	1.00346	130270	107090	9.96129	9.24856	0.148103	-18.20825	-12887.32	-12905.53
4997508	0.0241763	0.0159825	0.0141142	1.00346	130360	107132	9.90646	8.70702	0.148103	-17.42664	-12888.12	-12905.54
4997509	0.0241763	0.0160549	0.0141142	1.00346	130360	107147	9.90646	11.6702	0.148691	-19.74604	-12885.92	-12905.67
4997510	0.0241763	0.0160424	0.014268	1.00346	130360	107147	9.7854	11.6702	0.148691	-19.66173	-12890.04	-12909.7
4997511	0.0248719	0.0160424	0.014135	1.00346	130360	107123	9.7854	7.1197	0.148691	-14.15737	-12890.37	-12904.53
4997512	0.0239273	0.0158919	0.014135	1.00347	130327	107133	9.77017	7.1197	0.148691	-13.70778	-12889.93	-12903.64
4997513	0.0239273	0.0158375	0.014135	1.00347	130327	107206	9.67851	7.1197	0.148691	-14.64375	-12891.6	-12906.24
4997514	0.0239273	0.0158322	0.0143752	1.00337	130467	107206	9.73862	8.50358	0.148691	-13.66862	-12893.17	-12906.84
4997515	0.0221507	0.0158322	0.0143752	1.00337	130467	107063	9.98277	8.50358	0.148691	-12.38202	-12893.19	-12905.57
4997516	0.0221507	0.0158092	0.0143333	1.00339	130467	107144	9.98277	8.50358	0.148691	-13.08595	-12890.18	-12903.26
4997517	0.0237539	0.0158092	0.0143333	1.00339	130467	107204	9.98277	11.3451	0.148691	-16.43845	-12888.5	-12904.94
4997518	0.0237539	0.0159579	0.0143333	1.00339	130467	107222	9.98277	11.3451	0.148691	-17.05884	-12885.36	-12902.42
4997519	0.0237539	0.0159579	0.0143333	1.00339	130467	107053	9.98277	12.8709	0.148691	-17.16841	-12888.24	-12905.41
4997520	0.0237539	0.0160941	0.0143333	1.00339	130467	107112	9.89328	13.0952	0.148691	-17.70427	-12889.41	-12907.11
4997521	0.0239404	0.0161188	0.0143333	1.00339	130468	107088	9.89328	14.4025	0.148691	-20.50108	-12890.28	-12910.78
4997522	0.0251491	0.0161188	0.0143333	1.00339	130468	107088	9.89328	9.55199	0.147901	-14.82318	-12889.5	-12904.32
4997523	0.0251491	0.0161188	0.0143333	1.00339	130468	107088	9.89328	9.55199	0.148087	-14.19671	-12888.9	-12903.1
4997524	0.0247626	0.0160048	0.0143333	1.00344	130468	107088	9.90872	8.67799	0.14862	-13.51842	-12890.52	-12904.03
4997525	0.0247626	0.0160359	0.0143333	1.0034	130468	107088	9.90872	8.67799	0.14862	-13.40119	-12890.42	-12903.82
4997526	0.0247424	0.0160359	0.0144097	1.00338	130468	107179	9.89567	8.67799	0.14862	-14.29427	-12888.77	-12903.06
4997527	0.0247424	0.0160359	0.0144097	1.00333	130443	107148	9.89567	8.67799	0.14862	-13.38346	-12889.12	-12902.5
4997528	0.0247424	0.0160359	0.0144097	1.00333	130443	107056	9.92489	8.67799	0.14862	-13.08155	-12889.36	-12902.44
4997529	0.0247424	0.0160359	0.0144097	1.00333	130497	107119	9.92489	8.67799	0.14862	-13.32039	-12889.16	-12902.48
4997530	0.0236318	0.0160359	0.0144097	1.00333	130591	107119	9.87481	8.67799	0.14862	-13.53605	-12891.17	-12904.7
4997531	0.0236318	0.0159006	0.0144097	1.00333	130453	107130	9.87481	8.67799	0.14862	-13.5468	-12889.42	-12902.96
4997532	0.0236318	0.0159006	0.0144097	1.00333	130453	107259	9.97542	8.67799	0.14862	-15.57671	-12888.54	-12904.12
4997533	0.0236318	0.0158977	0.0144097	1.00333	130453	107259	9.91766	9.88328	0.14862	-16.96062	-12887.54	-12904.5
4997534	0.0236318	0.0158977	0.0144177	1.00338	130453	107240	9.91766	11.2842	0.14862	-18.19591	-12887.45	-12905.64
4997535	0.0242476	0.0159034	0.0144177	1.00327	130453	107173	9.91766	12.6311	0.14862	-18.36536	-12889.65	-12908.01
4997536	0.0242476	0.0160902	0.0144177	1.00327	130607	107037	9.78129	10.8353	0.148624	-17.44124	-12893.9	-12911.34
4997537	0.0239942	0.0161885	0.0144177	1.00327	130605	107037	9.89874	10.8353	0.148624	-17.12222	-12891.22	-12908.35
4997538	0.0239942	0.0161885	0.0144177	1.00316	130605	107037	9.94232	10.8353	0.148624	-19.8618	-12894.72	-12914.58
4997539	0.0239942	0.0161885	0.0142533	1.0032	130605	107034	9.94232	8.73281	0.148624	-18.13264	-12890.52	-12908.65
4997540	0.0239942	0.0161885	0.0142533	1.0032	130605	107024	9.94232	8.05141	0.148624	-17.60509	-12892.66	-12910.26
4997541	0.0239942	0.0161885	0.0142533	1.0032	130605	107019	9.94232	8.05141	0.148624	-12.09457	-12892.74	-12904.83
4997542	0.0230345	0.0161885	0.0142533	1.0032	130596	107059	9.94232	8.05141	0.148033	-12.04324	-12891.03	-12903.08
4997543	0.0230345	0.0162165	0.0142533	1.0032	130596	107059	9.88403	9.77371	0.147087	-13.49152	-12895.35	-12908.84
4997544	0.0230345	0.0162165	0.0142491	1.00336	130596	107059	9.88403	9.74674	0.147881	-13.93506	-12892.67	-12906.61
4997545	0.0230345	0.0162165	0.0142491	1.00336	130596	107085	9.88403	9.74674	0.147744	-14.10281	-12894.65	-12908.75
4997546	0.0230345	0.0162639	0.0142491	1.00336	130596	107035	9.88403	7.04796	0.147744	-11.19828	-12899.08	-12910.28
4997547	0.0234526	0.0163238	0.0142491	1.00336	130596	107035	9.9972	8.09696	0.147744	-12.37114	-12896.66	-12909.03
4997548	0.0234526	0.0163238	0.0142491	1.00332	130638	107035	9.9972	8.4664	0.147744	-12.74943	-12892.45	-12905.2
4997549	0.0243059	0.0163238	0.0142036	1.00332	130638	107197	9.9972	8.2061	0.147744	-14.47325	-12890.39	-12904.86
4997550	0.0243059	0.0163238	0.0142036	1.00329	130638	107197	9.9972	8.2061	0.147744	-14.29983	-12890.37	-12904.67
4997551	0.0243059	0.0163495	0.0142036	1.00329	130638	107150	9.9972	8.2061	0.147744	-13.63601	-12889.98	-12903.62
4997552	0.0243059	0.0163495	0.0142036	1.00338	130706	107150	9.9972	10.2398	0.147744	-16.63255	-12889.25	-12905.88
4997553	0.0243059	0.0163495	0.0142036	1.0031	130558	107224	9.9972	10.2398	0.147744	-15.22702	-12888.04	-12903.27
4997554	0.0243059	0.016279	0.0143829	1.0031	130558	107223	9.9972	11.4252	0.147744	-16.44349	-12887.54	-12903.98
4997555	0.0243059	0.0161904	0.0142829	1.0031	130558	107223	9.9972	9.78636	0.148449	-14.89091	-12888.63	-12903.52
4997556	0.0246864	0.0162705	0.0142829	1.0031	130507	107151	9.9972	7.66343	0.148449	-12.08818	-12889.37	-12901.46
4997557	0.0246864	0.0163162	0.0142829	1.0031	130507	107133	9.9972	7.66343	0.148449	-11.68783	-12890.78	-12902.46
4997558	0.0246864	0.0163162	0.0142829	1.00309	130507	107082	9.9972	7.37107	0.148449	-10.78983	-12891.56	-12902.35
4997559	0.0246864	0.0163162	0.0142829	1.00312	130445	107138	9.9972	7.37107	0.148449	-12.01587	-12892.91	-12904.93
4997560	0.0246864	0.0163162	0.0142829	1.0032	130596	107138	9.9972	7.04128	0.148449	-12.16393	-12896.14	-12908.3
4997561	0.0246864	0.0163162	0.0142829	1.0032	130596	107152	9.9972	7.04128	0.147206	-12.32441	-12894.79	-12907.12
4997562	0.0246864	0.0165162	0.0142829	1.00314	130596	107127	9.9972	8.35871	0.147206	-12.27253	-12892.93	-12905.2
4997563	0.0246864	0.0165364	0.0142829	1.00305	130596	107239	9.9972	8.35871	0.147611	-13.86927	-12890.28	-12904.15
4997564	0.0246864	0.0164851	0.014223	1.00319	130596	107239	9.9972	8.35871	0.147611	-14.19411	-12890.87	-12905.07
4997565	0.0246864	0.0164029	0.014223	1.0032	130596	107171	9.9972	8.35871	0.147543	-13.05567	-12890.06	-12903.12
4997566	0.0244303	0.0164029	0.014223	1.0032	130428	107171	9.9972	8.35871	0.147543	-13.18918	-12887.67	-12900.85
4997567	0.0246364	0.0163408	0.0142626	1.00319	130428	107171	9.9972	8.35871	0.147543	-13.18144	-12887.6	-12900.78
4997568	0.0246364	0.0163408	0.0142626	1.00319	130428	107197	9.9972	9.26577	0.147543	-15.24853	-12887.03	-12902.28
4997569	0.0246364	0.0163408	0.0142626	1.00319	130428	107197	9.9972	9.26577	0.147543	-15.17419	-12887.54	-12902.72
4997570	0.024755	0.0163408	0.0142626	1.00325	130428	107197	9.9972	9.26577	0.147543	-14.33361	-12887.57	-12901.9
4997571	0.024755	0.0162029	0.0145002	1.00325	130476	107171	9.9972	8.63983	0.147543	-13.50103	-12887.1	-12900.6
4997572	0.024755	0.0162029	0.0145002	1.00325	130564	107171	9.9972	9.2677	0.147543	-13.94487	-12886.46	-12900.4
4997573	0.024755	0.0162029	0.0145002	1.00327	130623	107141	9.9972	9.2677	0.147543	-15.74303	-12886.89	-12902.63
4997574	0.024755	0.016132	0.0145002	1.00327	130623	107160	9.9972	7.568	0.147543	-15.33929	-12888.76	-12904.1
4997575	0.024755	0.0161367	0.0145002	1.00327	130623	107055	9.9972	7.568	0.147543	-14.50238	-12890.39	-12904.89
4997576	0.024755	0.0161687	0.0145002	1.00327	130510	107055	9.9972	7.568	0.147543	-12.03341	-12892.02	-12904.05
4997577	0.024755	0.0161687	0.0145802	1.00327	130510	107055	9.9972	7.61174	0.147543	-12.21622	-12891.16	-12903.38
4997578	0.024755	0.0161602	0.0145802	1.00327	130510	107055	9.9972	7.61174	0.147543	-11.4188	-12891.04	-12902.46
4997579	0.024755	0.0161602	0.0145802	1.00327	130510	107036	9.9972	8.25223	0.147543	-11.83772	-12889.65	-12901.49
4997580	0.024755	0.0161038	0.0145802	1.00318	130510	106955	9.9972	8.54308	0.147543	-12.46003	-12891.48	-12903.94
4997581	0.0242927	0.0162583	0.0144275	1.00332	130510	106955	9.9972	8.54308	0.147543	-12.68981	-12888.22	-12900.91
4997582	0.0242927	0.0161925	0.0144275	1.00332	130419	106955	9.9972	8.54308	0.147543	-14.22176	-12888.21	-12902.43
4997583	0.0242927	0.0162204	0.0144275	1.00332	130369	106994	9.9972	8.78103	0.147543	-14.17053	-12890.3	-12904.47
4997584	0.0242927	0.016303	0.0144275	1.00309	130369	106994	9.99275	8.78103	0.147543	-12.64854	-12889.18	-12901.83
4997585	0.0242927	0.016303	0.0144275	1.00318	130369	107034	9.94749	8.17111	0.147543	-12.3008	-12889.29	-12901.59
4997586	0.0242927	0.0162993	0.0144275	1.00318	130355	107086	9.86358	8.17111	0.147543	-12.5946	-12891.24	-12903.83
4997587	0.0245145	0.0162993	0.0144275	1.00318	130355	106984	9.8981	8.17111	0.147543	-12.60601	-12891.52	-12904.12
4997588	0.0245145	0.0163754	0.0144275	1.00318	130355	106984	9.8981	8.17111	0.147543	-12.89068	-12891.46	-12904.35
4997589	0.0245145	0.0163649	0.0144275	1.00318	130346	106984	9.83771	8.17111	0.147543	-13.21794	-12892.51	-12905.73
